SpecCode,tl,guild,len,ord,ecoregion,stream,fresh,invasive,npp,discharge,herbivory,feeding_type,add_rems,Wmax
2893,0.488550717,secCons,0.954242509,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2611.836412,22747.32594,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits rocky runs and flowing pools of small to medium rivers.  Common in upland areas and clear streams with fast current (Ref. 5723, 10294).  Feeds primarily on insects (Ref. 50685), dominated by caddis larvae and mayfly nymphs.  Juvenile consumes algae and diatom (Ref. 10294).",NA
2903,0.51054501,secCons,1.079181246,Cypriniformes,Nearctic,Both,Fonly,notinvasive,3949.816986,29063.62344,mainly animals (troph. 2.8 and up),,"Inhabits sand and gravel runs and pools of creeks, and small to medium (sometimes large) rivers.",NA
2905,0.374748346,Omni,0.913813852,Cypriniformes,Nearctic,Both,Fonly,notinvasive,3366.975972,21078.7091,plants/detritus+animals (troph. 2.2-2.79),variable,Inhabits sand and gravel runs and pools of creeks and small to large rivers. Also occurs in sandy margins of lakes. Usually found in clear creeks and small rivers and rarely in upland areas.,NA
2907,0.396199347,Omni,0.934498451,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1711.034626,53441.06113,plants/detritus+animals (troph. 2.2-2.79),variable,Inhabits sandy runs and pools of creeks and small to medium rivers.  Occurs usually in clear water.  Often found near vegetation in the north part of range.,NA
2910,0.481442629,secCons,0.944482672,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,3897.661131,16919.90525,mainly animals (troph. 2.8 and up),,"Occurs in quiet to flowing pools (often turbid) of headwaters, creeks, and small to medium rivers.",NA
2912,0.505149978,secCons,1.278753601,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,308.9176047,42614.20562,,,"Most common in sandy pools and runs of small to medium rivers.  Also occurs in creeks and rocky pools and runs (Ref. 5723, 10294).  Adult feeds on surface insects (Ref. 10294).",NA
2913,0.385606274,Omni,0.880813592,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1477.029816,45531.69929,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),"Inhabits sandy pools of headwaters, creeks and small to large rivers.  Also occurs in quiet areas of lakes.  Very similar to <i>Notropis cahabae</i>.",NA
2926,0.408239965,Omni,0.880813592,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,47.56901442,15804.72727,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabit rocky pools of headwaters and creeks.  Individuals are usually found along undercut banks, around large rocks or among detritus (Ref. 3814, 10294).  Feed on attached algal growth and aquatic insect immatures (Ref. 10294).",NA
2927,0.484299839,secCons,0.903089987,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2413.419005,45370.65565,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits lakes, ponds, bogs, and pools of headwaters and creeks.  Usually occurs over silt, often near vegetation.  Feeds mainly on algae, but also on zooplankton and aquatic insects (Ref. 1998).  Preyed upon by fishes, kingfishers and mergansers (Ref. 1998).",NA
2930,0.301029996,Herb_detrite,0.857332496,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,170.6588073,13861.66354,mainly plants/detritus (troph. 2-2.19),,"Inhabits rocky pools and runs of headwaters, creeks and small to medium rivers (Ref. 5723).",NA
2931,0.382017043,Omni,1.041392685,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2467.584392,42308.34773,plants/detritus+animals (troph. 2.2-2.79),variable,Occurs almost anywhere in its range but most common in clear rocky streams.,NA
2940,0.627365857,Toppred,1.799340549,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2904.61022,116220.7413,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in lakes, pools and occasionally in runs of small to large rivers.  Prefers still waters and swift streams. Young inhabit inshore waters during the summer, moving to deeper waters in the fall. Larger individuals remain offshore. Feeds on fishes, terrestrial insects, plankton, aquatic insect larvae, and crustaceans while inshore; feeds mostly on fishes while offshore (Ref. 1998).",4215
2943,0.484299839,secCons,1.093421685,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,1433.346889,23574.82076,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits rocky runs and pools of headwaters, creeks and small rivers (Ref. 5723).  Feeds on aquatic insects (Ref. 54729); also on diatoms and other algae (Ref. 54725).",NA
2944,0.505149978,secCons,1.352182518,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2013.729099,52107.39886,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabit very turbulent waters; also occur inshore waters of lakes; in warm lakes, may move offshore into deep water during the heat of summer; may eat fish eggs (Ref 1998).  Young up to 4 months are pelagic (Ref. 1998).  Form schools (Ref. 1998).  Insectivorous (Ref. 10294, 54729).  Feed on mayflies, blackflies, and midges (Ref. 1998, 10294).",NA
2946,0.426511261,Omni,1.079181246,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1922.694565,101149.0709,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits flowing pools and gravel runs of creeks and small to medium rivers.  Also occurs in rocky margins of lakes.  Young-of-the-year feed mostly on dipterous larvae; yearlings feed on aquatic insect larvae (mostly Ephemeroptera and <i>Diptera) during the months of June and July switching to terrestrial insects in September; adults more than 2 years also feed on aquatic insect larvae, (Ephemeroptera and Diptera), terrestrial insects, earthworms (Lumbricus) displaced from the soil and benthic animals (Ref. 1998).",NA
2947,0.46686762,secCons,1.041392685,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1637.909661,48418.80369,plants/detritus+animals (troph. 2.2-2.79),,"Inhabits rocky riffles, runs and pools of headwaters, creeks and small to medium rivers; rarely in lakes (Ref. 5723).",NA
2948,0.324282455,Herb_detrite,1.041392685,Cypriniformes,Palearctic,Unknown,Fonly,notinvasive,1459.99245,61217.48373,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,,NA
2949,0.53275439,secCons,1.255272505,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2738.871229,93375.79094,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits runs and flowing to standing pools of headwaters, creeks, and small to medium rivers; also lakes and ponds.  Usually found over mud or sand, often near vegetation (Ref.  5723, 86798).  Occurs in schools (Ref. 1998).  Fry feed on diatoms, copepods, ostracods, and other small planktonic and demersal crustaceans (Ref. 1998).  Diet changes to terrestrial and aquatic insects, algae, mollusks, fish eggs (including their own), and small fishes like other redside shiners, other minnows, and trout (Ref. 1998).  Preyed upon by mergansers, loons, and mink (Ref. 1998). Adults feed on zooplankton, insects, and plants (Ref. 1998).",NA
2952,0.506505032,secCons,1.481442629,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1109.556218,29819.38893,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits rocky and sandy pools of headwaters, creeks and small rivers. One of the most common fishes in eastern North America (Ref. 5723).",NA
2953,0.532754379,secCons,1.707570176,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1457.846407,29553.03435,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits gravel-bottomed and rubble-bottomed pools and runs of small to medium rivers, and also lake margins (Ref. 5723).  Feeds mainly on insects (Ref. 50685).",NA
2957,0.301029996,Herb_detrite,1.806179974,Cypriniformes,Nearctic,Both,Fonly,notinvasive,153.893607,35788.32316,mainly plants/detritus (troph. 2-2.19),,"Occurs in lakes and pools and backwaters of creeks and small to large rivers (Ref. 3814, 10294).  Adult feeds on organic detritus (Ref. 10294).",6010
2962,0.492760374,secCons,1.806179974,Cypriniformes,Nearctic,Both,FandM,notinvasive,4332.911071,71772.28337,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Found in clear, cold, deep water of lakes and tributary streams; occasionally found in brackish water in the Arctic (Ref. 5723).  Moves from lakes into inlet streams or from slow, deep pools into shallow, gravel-bottomed portions of streams to spawn (Ref. 27547).  Feeds on benthic invertebrates (Ref. 1998).  Young are preyed upon by other fishes and  fish-eating birds; while adults in spawning streams are taken by mammals, osprey and eagles (Ref. 1998).  Feeds mainly on benthic invertebrates as well as on insects and plants (Ref. 1998).",1650
2964,0.442479769,Omni,1.477121255,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1579.966071,75895.74066,mainly animals (troph. 2.8 and up),,"Inhabits lake margins; backwaters, rocky riffles and sand or silt runs of creeks and small to medium rivers.  Probably feeds on algae and bottom invertebrates (Ref. 1998).  Preyed upon by birds and mammals; young may be preyed upon by some salmonids (Ref. 1998).   Feeds on algae and benthic invertebrates (Ref. 1998).",NA
2965,0.390935107,Omni,1.812913357,Cypriniformes,Nearctic,Both,FandM,notinvasive,1728.091502,39946.69141,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),"Inhabits a wide range of habitats, from rocky pools and riffles of headwaters to large lakes.  Usually occurs in small, clear, cool creeks and small to medium rivers.  May be found at a depth greater than 45 m (Ref. 1998).  Moves to shallower water near sunrise and sunset to feed.  Fry (1.2 cm in length) feeds on plankton and other small invertebrates; bottom feeding commences upon reaching a length of 1.6-1.8 cm (Ref. 1998).  Adult consumes benthic invertebrates, especially midge larvae, amphipods, and snails (Ref. 10294).  Preyed upon by birds, fishes, lamprey, and mammals (Ref. 1998).",NA
2972,0.495544338,secCons,1.785329835,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2904.61022,116220.7413,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in pools and runs of medium to large rivers.  Also found in lakes.  Pelagic up to 1.8 cm in length (Ref. 1998).  Young feed on planktonic cladocerans, copepods, ostracods, and mites; chironomid, trichopteran and ephemeropteran larvae; and bottom ooze (Ref. 1998).  Adults feed on algae, diatoms, insects, amphipods, and mollusks (Ref. 1998).  May feed on salmonid eggs (Ref. 1998).  Preyed  upon by mergansers, osprey, eagles, and bears (Ref. 1998).",NA
2975,0.363611969,Omni,1.397940009,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,1358.402584,29400.89998,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,"Occurs in various habitats, but most common in rocky riffles and runs of clear mountain creeks and small to medium rivers.  Rarely found in lakes (Ref. 1998).  Feeds on diatoms, other algae, higher plants, dipterous larvae and pupae (Ref. 1998).",118
2986,0.472756449,secCons,1.575187845,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,941.7112071,27263.45818,,,"Inhabits sand and gravel-bottomed pools of clear headwaters, creeks and small rivers, often near vegetation.  Occasionally found in lakes (Ref. 5723).",NA
2987,0.484299839,secCons,1.612783857,Cypriniformes,Nearctic,Both,Fonly,notinvasive,929.3543807,27174.06676,mainly animals (troph. 2.8 and up),,"Occurs in lakes, swamps, ponds, sloughs and impoundments over silt, sand or debris.  Rarely found in streams.",NA
2990,0.51851394,secCons,1.785329835,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1543.09088,46769.61335,mainly animals (troph. 2.8 and up),,"Inhabits rocky riffles, runs and pools of clear creeks and small rivers.  Occasionally found in large rivers and impoundments.",NA
2992,0.478566496,secCons,2.049218023,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1345.806085,39214.16091,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,39920
2993,0.492760389,secCons,2.089905111,Cypriniformes,Nearctic,Both,Fonly,notinvasive,3263.408025,80606.98424,mainly animals (troph. 2.8 and up),,"Inhabits main channels, pools and backwaters of small to large rivers.  Also occurs in lakes and impoundments.",33140
2994,0.534026106,secCons,2.089905111,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2559.071825,41890.55296,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits ponds and backwaters of small to large rivers.  Also lives in impoundments and lakes.,41960
2996,0.53529412,secCons,1.698970004,Cypriniformes,Nearctic,Both,Fonly,notinvasive,1059.568178,37503.33645,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits long deep pools of small to medium rivers over clay, sand or gravel.  Occasionally found in creeks, large rivers and impoundments.",NA
2997,0.478566496,secCons,1.86923172,Cypriniformes,Nearctic,Both,Fonly,notinvasive,2314.036662,19700.17547,,,Inhabits mud-bottomed to rock-bottomed pools and runs of small to large rivers.  Occasionally found in lakes.,6750
3000,0.551449998,secCons,1.886490725,Cypriniformes,Nearctic,Both,Fonly,notinvasive,3537.104558,100673.1672,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits rocky pools and swift runs of small to large rivers.  Also occurs in impoundments.  Locally common but disappearing from northern and western parts of range.,5430
3003,0.482873584,secCons,1.707570176,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,5376.179333,26993.04384,mainly animals (troph. 2.8 and up),,Inhabits sand-bottomed to rock-bottomed pools and runs of creeks and small to medium rivers.  Also found in impoundments.,NA
3004,0.482873584,secCons,1.892094603,Cypriniformes,Nearctic,Both,Fonly,notinvasive,3512.431152,21717.30658,mainly animals (troph. 2.8 and up),,"Occurs in mud-bottomed to rock-bottomed pools, runs and riffles of creeks and small to large rivers.  Occasionally found in lakes.",2960
3006,0.507855872,secCons,1.857332496,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,26609.42297,96401.38424,mainly animals (troph. 2.8 and up),,"Occurs in rocky pools, backwaters and swift runs of medium to large rivers.",NA
3008,0.495544338,secCons,1.875061263,Cypriniformes,Nearctic,Both,FandM,notinvasive,1524.028422,31506.37111,mainly animals (troph. 2.8 and up),,"Inhabits rocky pools, runs and riffles in small to large rivers.  Also occurs in lakes.",5440
3011,0.413299764,Omni,1.255272505,Cypriniformes,Nearctic,Sonly,Fonly,notinvasive,250.831528,14042.4667,plants/detritus+animals (troph. 2.2-2.79),,Inhabits rocky riffles and runs of moderate to swift creeks and small rivers.  Young occur in rocky runs and pools (Ref. 5723).,NA
3014,0.521138084,secCons,1.903089987,Cypriniformes,Nearctic,Both,Fonly,notinvasive,10197.94071,43902.99966,mainly animals (troph. 2.8 and up),,"Occurs in sandy to rocky pools and runs of medium to large rivers, and also in lakes.",5360
3016,0.51054501,secCons,1.447158031,Cypriniformes,Palearctic,Both,FandM,Invasive,1344.377013,20736.82615,mainly animals (troph. 2.8 and up),,"Occurs in rivers, lakes and ponds. Also in swamps and ricefields (Ref. 27732). Prefers muddy bottoms, where they hide in the muck and leaf litter with only their heads sticking out; prefers muddy bottoms of streams and ponds; in Hawaii, can also be found under mats of honohono (<i>Commelina diffusa</i> and California grass (<i>Brachiara nuatica</i>); feeds on worms, small crustaceans, insects, insect larvae, and other small aquatic organisms (Ref. 44091).",NA
3018,0.50242712,secCons,1.977723605,Siluriformes,Nearctic,Sonly,FandM,notinvasive,518.0798222,15750.69182,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Juveniles feed on plankton (Ref. 9669).,9980
3019,0.532754379,secCons,2.217483944,Siluriformes,Nearctic,Sonly,FandM,notinvasive,141.0234139,37554.48949,mainly animals (troph. 2.8 and up),,,60026.66667
3021,0.522444234,secCons,1.77815125,Siluriformes,Nearctic,Both,Fonly,Invasive,797.5764377,21936.14971,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Pools, backwaters, and sluggish current over soft substrate in creeks and small to large rivers; oxbows, ponds, and impoundments.",540
3022,0.51587384,secCons,1.740362689,Siluriformes,Nearctic,Both,FandM,Invasive,1011.761127,22816.26027,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Nocturnal and benthic, preferring stagnant waters of swamps and lakes (Ref. 10294, 11243).  Common length rarely goes beyond 33 cm SL (245 g at 8 years).  Juveniles are carnivores surviving on invertebrates, insect larvae, insects and eggs and larvae of other fishes.  The main food of adults consist of crustaceans, small fish and frogs (Ref. 11243).",3275
3033,0.51054501,secCons,1.491361694,Siluriformes,Nearctic,Both,Fonly,notinvasive,7891.566251,39301.57696,mainly animals (troph. 2.8 and up),,"Inhabits rubble and boulder riffles and runs of creeks and small to large rivers, and gravel shoals of lakes (Ref. 5723).",NA
3037,0.523746467,secCons,1.113943352,Siluriformes,Nearctic,Both,Fonly,notinvasive,890.6807681,24319.34107,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits lakes, rock-, mud-bottomed or detritus-bottomed pools and backwaters of lowland creeks and small to large rivers.",NA
3039,0.519827994,secCons,1.176091259,Siluriformes,Nearctic,Sonly,Fonly,notinvasive,353.5171866,14984.37994,mainly animals (troph. 2.8 and up),,"Inhabits rocky riffles and runs of clear, fast creeks and small to medium rivers (Ref. 5723).  Feeds directly from the benthos.  Is most active towards midnight.  Locomotory activity levels increase after dusk (Ref. 28097).  Consumes aquatic insect immatures and some small fish (Ref. 10294).",NA
3042,0.544068044,secCons,1.113943352,Siluriformes,Nearctic,Both,Fonly,notinvasive,9121.267693,148756.6402,mainly animals (troph. 2.8 and up),,"Inhabits riffles, pools below riffles and runs over gravel and sand mixed with sticks and leaves in creeks and small rivers.  Also found in lakes.",NA
3048,0.56937391,secCons,1.113943352,Siluriformes,Nearctic,Both,Fonly,notinvasive,13328.49599,56103.05576,mainly animals (troph. 2.8 and up),,"Inhabits mixed sand and rock riffles and runs with debris in small to large, often swift rivers.  Forages at night, feeding largely on aquatic insect larvae (Ref. 55397).",NA
3051,0.505149978,secCons,2.190331698,Siluriformes,Nearctic,Both,Fonly,notinvasive,1264.609082,43377.84458,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits pools with logs and other debris in low- to moderate-gradient, small to large rivers. Also found in lakes and impoundments. Young occur in rocky and sandy runs and riffles.",55395
3054,0.534026106,secCons,1.672097858,Siluriformes,IndoMalay,Lonely,FandM,Invasive,202.3867196,23035.86328,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits swamps, ponds, ditches, rice paddies, and pools left in low spots after rivers have been in flood (Ref. 2854).  Usually confined to stagnant, muddy water (Ref. 1479).  Found in medium to large-sized rivers, flooded fields and stagnant water bodies including sluggish flowing canals (Ref. 12975).  Undertakes lateral migrations from the Mekong mainstream, or other permanent water bodies, to  flooded areas during the flood season and returns to the permanent water bodies at the onset of the dry season (Ref. 37770).  Can live out of water for quite sometime and move short distances over land (Ref. 4833).  Can walk and leave the water to migrate to other water bodies using its auxiliary breathing organs.  The Lao use this fish as lap pa or ponne pa.  Feeds on insect larvae, earthworms, shells, shrimps, small fish, aquatic plants and debris (Ref. 6459).   Feeds mainly on insects (Ref. 13497).",350
3057,0.397940009,Omni,1.698970004,Siluriformes,Neotropic,Unknown,Fonly,notinvasive,126.1545112,95735.26903,plants/detritus+animals (troph. 2.2-2.79),variable,Feeds on algae and small crustaceans.,NA
3060,0.515873844,secCons,0.954242509,Percopsiformes,Nearctic,Sonly,Fonly,notinvasive,47.56901442,15804.72727,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3061,0.515873844,secCons,0.832508913,Percopsiformes,Nearctic,Sonly,Fonly,notinvasive,130.8869704,13525.23214,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3063,0.517195898,secCons,0.954242509,Percopsiformes,Nearctic,Sonly,Fonly,notinvasive,69.94889603,12116.9537,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3064,0.496929648,secCons,1.146128036,Percopsiformes,Nearctic,Both,Fonly,notinvasive,855.7975402,25030.26932,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Usually occurs over mud in swamps, vegetated sloughs, ponds, lakes, backwaters, and quiet pools of creeks and small to large rivers. Also Ref. 50639.",NA
3065,0.5289167,secCons,1.301029996,Percopsiformes,Nearctic,Both,Fonly,notinvasive,4284.634935,53393.81833,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in lakes, deep flowing pools of creeks, and rivers (Ref. 5723).  Usually found over sand (Ref. 5723).  Moves into the shallows of lakes at night  to feed and moves back to deeper water as dawn approaches (Ref. 1998).  Feeds on insect larvae, amphipods and fishes (Ref. 1998).",NA
3191,0.534026106,secCons,1.255272505,Cyprinodontiformes,Nearctic,Unknown,FandM,notinvasive,72.74916926,3281.4199,mainly animals (troph. 2.8 and up),,,NA
3197,0.488550717,secCons,0.903089987,Cyprinodontiformes,Nearctic,Both,Fonly,notinvasive,2129.30802,80862.21494,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits quiet surface water, usually near margins of creeks and small rivers, ponds, and lakes.",NA
3209,0.46686762,secCons,0.77815125,Cyprinodontiformes,Nearctic,Both,FandM,notinvasive,813.5866266,2610.65,plants/detritus+animals (troph. 2.2-2.79),variable,"In vegetated sloughs, ponds, lakes, and sluggish streams; enters brackish water. 6.5 cm max TL. Feeds on worms, crustaceans, insects and plant matter.",NA
3213,0.503790683,secCons,0.875061263,Cyprinodontiformes,Neotropic,Unknown,FandM,notinvasive,85.76523367,14928.27059,mainly animals (troph. 2.8 and up),,,NA
3215,0.507855872,secCons,0.707570176,Cyprinodontiformes,Nearctic,Sonly,FandM,Invasive,441.1547127,29276.98008,mainly animals (troph. 2.8 and up),variable,"Inhabits standing to slow-flowing water; most common in vegetated ponds and lakes, backwaters and quiet pools of streams (Ref. 5723).  Most abundant in lower reaches of streams (Ref. 44091).  Frequents brackish water.  Feeds on insects, zooplankton and detritus.  Used as live food for carnivorous aquarium fishes (Ref. 5723).",NA
3224,0.428134794,Omni,0.556302501,Cyprinodontiformes,Nearctic,Both,FandM,notinvasive,467.2363016,14346.83189,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits heavily vegetated standing to slow-flowing fresh and brackish water. Feeds on worms, crustaceans and plant matter.",NA
3226,0.301029996,Herb_detrite,1.176091259,Cyprinodontiformes,Nearctic,Both,FandM,Invasive,401.7270619,24799.19842,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,"Occurs in ponds, lakes, sloughs, and quiet, often vegetated, backwaters and pools of streams (Ref. 5723) and also in coastal waters (Ref. 7251). Abundant in tidal ditches and brackish canals. Feeds mainly on algae.",NA
3227,0.301029996,Herb_detrite,1.041392685,Cyprinodontiformes,Neotropic,Unknown,FandM,Invasive,306.4346756,3922.61665,mainly plants/detritus (troph. 2-2.19),,To compensate for unpredictability of food quality and quantity results also in phyisological adaptations: cave animals are able to survive for long periods without food (Ref. 52994).,NA
3228,0.505149978,secCons,0.698970004,Cyprinodontiformes,Neotropic,Sonly,FandM,Invasive,310.1174222,12617.90848,mainly animals (troph. 2.8 and up),,"Occurs in warm springs and their effluents, weedy ditches and canals (Ref. 5723).  Found in various habitats, ranging from highly turbid water in ponds, canals and ditches at low elevations to pristine mountain streams at high elevations (Ref. 11225).  Has a wide salinity range but requires fairly warm temperatures (23-24 °C) and quiet vegetated water for survival (Ref. 7248, 79840).  Feeds on zooplankton, small insects and detritus. Feeds mainly on insects (Ref. 6154).",NA
3231,0.503790683,secCons,1.146128036,Cyprinodontiformes,Neotropic,Unknown,FandM,Invasive,104.6485505,4060.081084,mainly animals (troph. 2.8 and up),variable,"Feeds on insects, benthic animals and plants (Ref. 6885).",NA
3232,0.505149978,secCons,0.602059991,Cyprinodontiformes,Neotropic,Unknown,Fonly,notinvasive,105.6733127,4747.052592,mainly animals (troph. 2.8 and up),,Feeds mainly on insects (Ref. 6154).,NA
3233,0.45331834,secCons,0.84509804,Cyprinodontiformes,Neotropic,Sonly,Fonly,Invasive,2.379848639,6808.266667,plants/detritus+animals (troph. 2.2-2.79),variable,"Occurs in warm springs, weedy canals and ditches. Feeds on worms, crustaceans, insects and plant matter.",NA
3238,0.525044807,secCons,1.113943352,Atheriniformes,Nearctic,Both,Fonly,notinvasive,1096.286837,30557.76334,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occur near surface of lakes, ponds, and quiet pools of creeks and small to large rivers.  Usually found in open water.",NA
3269,0.509202522,secCons,0.806179974,Gasterosteiformes,Nearctic,Both,FandM,notinvasive,1573.577827,22648.09989,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs mainly along weedy bays and backwaters, entering brackish water and to a limited extent, fresh water. Food in the marine environment includes planktonic gammarids, isopods, chironomids and plants, while larvae of cladoceranas, chironomids, ephemeropterans, arthropods and other insects are eaten by freshwater populations.  It is preyed upon by American eels (<i>Anguilla rostrata</i>), killfish (<i>Fundulus</i>), Atlantic tomcod (<i>Microgadus tomcod</i>) and sticklebacks.",NA
3271,0.517195898,secCons,0.939519253,Gasterosteiformes,Nearctic,Both,Fonly,notinvasive,2229.241368,38950.8667,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits cool, vegetated, sand or mud bottoms of  lakes and ponds.  Also in pools and backwaters of creeks and small rivers.  Rarely found in brackish water.  Feeds on crustacean, insect larvae, eggs and larvae of fishes, snails, oligochaetes, algae, fish and benthic invertebrates (Ref. 1998).  Preyed upon by kingfishers, herons, and mergansers and occasionally by  fishes like <i>Salvelinus fontinalis</i> and <i>Esox lucius</i> (Ref. 1998).",NA
3273,0.525044807,secCons,0.954242509,Gasterosteiformes,Palearctic,Both,FandM,notinvasive,3656.959043,69815.57123,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found in shallow vegetated areas of lakes, ponds, and pools of sluggish streams; sometimes in open water over sand (Ref. 5723).  Marine populations found near shore and move into freshwater to spawn (Ref. 5723).  There appears to be seasonal movements inshore to shallow water in the spring for spawning, and, in the fall, offshore to deep water, or even to the less saline parts of the sea, by the young and adults that survive spawning (Ref. 27547).  Nerito-pelagic (Ref. 58426).  Feeds on small invertebrates; also on aquatic insects and their  eggs and larvae (Ref. 1998). During breeding season, the eggs and larvae are consumed as food (Ref. 1998).  It is preyed upon by fish-eating birds, kingfishers and mergansers; fishes such as walleye, brook trout, lake trout, yellow perch and burbot.  Parasites of the species include 3 protozoans, 3 myxosporidians, 3 monogeneans, 8 trematodes, 5 cestodes, 6 acanthocephalans, 2 molluscs, 1 branchiuran and 2 copepods (Ref. 5951).",NA
3306,0.523746467,secCons,1.26245109,Syngnathiformes,Nearctic,Sonly,FandM,notinvasive,67.34323645,8205.793517,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3308,0.606381365,Toppred,1.653212514,Perciformes,Nearctic,Both,Fonly,notinvasive,2509.036681,11233.9672,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in lakes, ponds and pools of small to large rivers.",NA
3361,0.522444234,secCons,1.633468456,Perciformes,Nearctic,Both,Fonly,notinvasive,4020.90823,32254.83776,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits vegetated and brushy stream margins and pools of creeks and small to medium rivers, and rocky and vegetated margins of lakes.  Most commonly found in clear, silt-free rocky streams.  Feeds on small crustaceans, insects and fish (Ref. 30578).",NA
3363,0.50242712,secCons,1.465382851,Perciformes,Nearctic,Both,Fonly,notinvasive,339.434942,22267.37573,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in swamps, vegetated lakes, ponds, sloughs and backwaters and pools of creeks and small rivers, usually over mud (Ref. 5723).",NA
3364,0.517195898,secCons,0.531478917,Perciformes,Nearctic,Sonly,Fonly,notinvasive,500.0001202,6090.42102,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in swamps, heavily vegetated sloughs and small sluggish streams, usually over mud. Feeds on worms and crustaceans.",NA
3368,0.495544338,secCons,0.977723605,Perciformes,Nearctic,Both,Fonly,notinvasive,500.4380943,27508.82395,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits vegetated lakes, ponds, quiet sand and mud-bottomed pools and backwaters of creeks and small to medium rivers (Ref. 5723). Crustaceans and dipteran larvae were  the important food (Ref. 50685).",NA
3369,0.51851394,secCons,0.977723605,Perciformes,Nearctic,Sonly,Fonly,notinvasive,584.6940852,13187.49659,mainly animals (troph. 2.8 and up),,"Inhabits heavily vegetated lakes, ponds, sluggish sand or mud-bottomed pools and backwaters of creeks and small to large rivers.",NA
